Gene1,Gene2,EdgeWeight
TCF4,ERCC-00053,0.090528935
SNAI2,UBTF,0.09052303
SOX2,NFATC1,0.090405285
OTX2,ELL2,0.09033075
DNMT3B,ELK3,0.09032921
JUND,RNF14,0.09029721
SMAD2,ERCC-00171,0.090281546
TP53,SPIB,0.090274155
TP53,ERCC-00113,0.09023805
POU5F1,PDCD11,0.09017613
EZH2,RAD51,0.09017493
EGR1,APEX1,0.09014565
POU5F1,RBBP4,0.09013263
HAND2,ITGA6,0.09002111
NANOG,CDCA2,0.090017736
GATA6,HIST1H1B,0.08996008
GATA6,KHDRBS2,0.08994841
SMAD2,BLM,0.08993472
MXI1,ITGA5,0.08992161
BCL11A,POU2F2,0.08990215
BCL11A,DDAH1,0.08986376
JUND,LUM,0.08980731
AR,TRIM25,0.089738496
DNMT3B,UNC5C,0.08972859
CTNNB1,POU2F2,0.08972505
POU5F1,CLDN10,0.089722075
TRIM28,LIPG,0.08969304
GATA3,BRWD1,0.08967747
OTX2,HOXB7,0.08966221
MLLT3,POU2AF1,0.08965068
EZH2,BMPR1A,0.08962326
ZFP42,BTG2,0.0895969
GATA3,KIAA1109,0.089593
KLF5,RPL17-C18ORF32,0.089545146
KLF5,ARNT2,0.08949483
SOX2,RUVBL2,0.08947582
JUND,APOBEC3G,0.08946495
BCL11A,RRAS2,0.08942513
DNMT3B,CALCOCO1,0.089412995
TP53,HPRT1,0.08936372
PRDM1,PAM,0.08932167
GATA4,TTK,0.089313656
DNMT3B,KLHL28,0.08931136
MLLT3,RPL17-C18ORF32,0.089297384
TFAP2A,POLB,0.08927144
AR,ERBB4,0.08921881
GATA4,ALS2CR8,0.089200184
FOXH1,RAI1,0.089196205
PRDM1,EZH2,0.08918509
POU5F1,PHF17,0.08909741
MLLT3,ERCC-00060,0.08904718
POU5F1,GYPA,0.08903852
EGR1,GPC3,0.089026205
SNAI2,SH3BGRL2,0.08899791
PRDM1,PPPDE1,0.088986464
SOX2,SH3BGRL2,0.088971905
STAT3,TCF19,0.08892505
STAT3,TIPARP,0.08888367
STAT3,SNRPD1,0.08886335
AR,WDR35,0.08884003
STAT3,TAF1L,0.08883996
SOX17,HLX,0.08883163
LEF1,RFPL2,0.08880165
TRIM28,TBX20,0.08879996
OTX2,MRPS35,0.08879322
MLLT3,FAM46A,0.088721335
SOX2,GATAD2A,0.08868936
LEF1,ETS1,0.08865674
SMAD2,ZBTB2,0.08865095
GATA2,TP53,0.088621065
PRDM1,TRPS1,0.08861519
MXI1,NFATC3,0.08860892
TEAD4,ERCC-00112,0.088605925
KLF5,APEX1,0.08860244
BCL11A,TBC1D4,0.08857303
POU5F1,ERCC-00171,0.088569276
KLF5,RBBP8,0.088531405
JUND,FOXJ1,0.08853095
TRIM28,GLIPR2,0.08851304
LEF1,ZNF30,0.088507816
KLF5,FASTKD3,0.08847606
JUND,MEIS2,0.08843893
SMAD2,ERCC-00136,0.08839628
FOXH1,COBLL1,0.08835597
TFAP2A,SIRT1,0.088353306
TP53,KLHL4,0.08832842
AR,CDH11,0.088285476
LEF1,GAD1,0.088259675
OTX2,NRP2,0.088255264
NANOG,AMIGO2,0.088231094
BCL11A,SF1,0.08819253
CTNNB1,ARID5B,0.088168204
TP53,CDK6,0.08814678
CTNNB1,PRIC285,0.08811556
GATA6,AKAP2,0.088075265
GATA4,PBX1,0.08806971
STAT3,ELK3,0.0880629
MLLT3,U2AF1,0.08803078
BCL11A,QPCT,0.08800591
GATA6,DAAM1,0.088001564
EOMES,SIRT1,0.087986864
KLF5,EZH2,0.08790527
GATA2,KLHL12,0.08789787
GATA3,ERCC6L,0.08784853
MXI1,LTBP1,0.08780652
MLLT3,ISL1,0.087798476
CTNNB1,KDM6A,0.08779473
OTX2,NUCB2,0.08775927
LEF1,EZH2,0.08770184
HAND2,NXT2,0.08767838
TEAD4,TAF1L,0.08767047
CTNNB1,DPF2,0.08766401
AR,TADA1,0.08761789
ZFP42,ANKRD28,0.08760703
SOX17,MIA3,0.08759376
MLLT3,APBB1,0.087592445
ZFP42,TBX20,0.08759101
AR,KIAA1324L,0.087581456
TP53,MDM4,0.087576345
OTX2,TRIM27,0.08756307
STAT3,ERCC-00009,0.08751009
GATA6,NTS,0.08745587
EZH2,RGS5,0.08742325
TFAP2A,TBX20,0.08741341
LEF1,NAP1L3,0.08738735
SNAI2,MBIP,0.08737103
AR,TRIM22,0.08736584
MLLT3,ZNF239,0.08734858
JUND,KIAA1467,0.08731377
OTX2,GATA6,0.08727497
FOXP1,C11ORF82,0.087140694
SMAD2,CYP26A1,0.08711487
FOXH1,POU2F1,0.08707382
CTNNB1,POU2AF1,0.087067924
TRIM28,MAFF,0.08704228
ZFP42,CRABP2,0.08703834
SMAD2,EHMT2,0.087014996
GATA4,GLMN,0.08700722
BCL11A,TRIM33,0.08699543
TEAD4,NFYB,0.086986095
PRDM1,PDLIM3,0.08684296
GATA2,BNIP3,0.08683335
EOMES,HIF3A,0.08681441
TEAD4,FAM69A,0.08677003
KLF5,ERCC-00108,0.086667314
TRIM28,C11ORF82,0.08662834
TRIM28,CTBP1,0.08655825
TCF4,DNAJB14,0.08652446
NANOG,ZNF30,0.086499915
OTX2,GAD1,0.086483076
SOX2,AFF1,0.086466365
MXI1,KAT7,0.08646433
SMAD2,LRAT,0.086458035
EGR1,PHLDA1,0.08641574
NANOG,PLK2,0.08641261
STAT3,MLLT3,0.08640376
SMAD2,PRKACB,0.08639143
TRIM28,SOS2,0.08639103
BCL11A,ELOVL2,0.08638897
GATA3,GABRB3,0.08635754
TCF4,MAN1A1,0.08634326
MXI1,DAB2,0.086314976
TCF4,PLP1,0.08630941
SNAI2,RUVBL2,0.086294286
TFAP2A,SYNC,0.08625597
EZH2,PPARA,0.08622672
DNMT3B,TMEM38B,0.08622065
STAT3,BMPER,0.08620223
FOXH1,MLF1IP,0.086172685
MLLT3,TRAPPC8,0.08615729
STAT3,PLXNA2,0.08612606
TEAD4,CASD1,0.08611274
GATA2,SETBP1,0.08608325
CTNNB1,SEMA5A,0.08605254
SMAD2,SEMA3E,0.08603835
LEF1,PIP4K2A,0.08602742
SNAI2,RAI14,0.08601643
LEF1,SALL3,0.08600282
GATA2,FAM188A,0.08598743
MLLT3,ERCC-00131,0.085953146
MXI1,NCOA6,0.08594927
TP53,ZNF471,0.085891984
TP53,MITF,0.08584303
GATA6,VPS13C,0.08582487
CTNNB1,TBX20,0.08577686
LEF1,RNF14,0.08575927
MXI1,PHLDA1,0.08573165
LEF1,IFI16,0.085696444
EOMES,ERCC-00062,0.085669085
SMAD2,SMARCD3,0.08563135
POU5F1,HLA-DRB1,0.0856157
PRDM1,USP44,0.08560927
MLLT3,PDLIM3,0.085558936
GATA6,TLR7,0.08554263
TFAP2A,PLAGL2,0.08553672
DNMT3B,PAWR,0.085529715
AR,ITGA5,0.085527115
MLLT3,LGALSL,0.0854941
TFAP2A,CD9,0.0854851
NANOG,ECI2,0.085473195
HAND2,KIF21A,0.08545978
TCF4,CNBP,0.08545533
SOX17,FN1,0.085447565
NANOG,LIMD1,0.08544263
MLLT3,BHLHE40,0.08539282
FOXH1,ZNF83,0.08538912
KLF5,WNT5A,0.08534674
POU5F1,MBIP,0.08534658
EGR1,PRMT6,0.08534322
GATA6,PBX1,0.085336596
DNMT3B,TFDP1,0.085274786
SNAI2,PLSCR4,0.085253894
TEAD4,MYCT1,0.08524801
LEF1,POU3F1,0.08520427
ZFP42,IFI16,0.08518857
FOXP1,SFRP2,0.085185945
LEF1,RPL17-C18ORF32,0.08516351
HAND2,S1PR3,0.08516048
FOXP1,RPL17-C18ORF32,0.08515413
CTNNB1,ZNF107,0.08515222
HAND2,TGFB1I1,0.08511743
MXI1,NR3C1,0.08511041
EZH2,MRPS30,0.08510875
SMAD2,HEG1,0.08506159
AR,RNF14,0.08506085
EZH2,PRMT6,0.08502985
CTNNB1,COL5A1,0.08500396
AR,AGL,0.08498285
SOX2,HAND2,0.08498123
ZFP42,CCKBR,0.0849811
TRIM28,FOXK1,0.08497991
AR,ERCC-00074,0.084942475
CTNNB1,SEMA3A,0.08493291
TEAD4,FBN1,0.084921464
SOX2,SMAD2,0.08491709
SOX2,ITPR2,0.08491226
EOMES,SOX3,0.08485361
EZH2,MDM4,0.084836856
HAND2,SMAD5,0.08480893
AR,ASNS,0.084774196
MXI1,PDCD4,0.084764846
GATA6,TAF1L,0.08476307
PRDM1,WDR12,0.08474949
GATA6,SOX5,0.08470763
FOXH1,CPE,0.08467877
GATA3,ERCC-00060,0.08466664
BCL11A,GLIPR2,0.08465549
FOXH1,FOXJ2,0.08464417
SMAD2,ILF2,0.084612906
FOXP1,SOX4,0.08461079
BCL11A,BAG3,0.08459396
SOX17,MALT1,0.084574886
ZFP42,E2F3,0.084572494
LEF1,RPE,0.08456547
GATA3,TRAF6,0.0845267
LEF1,SOX7,0.08448535
EZH2,H1F0,0.084399246
MLLT3,ZNF202,0.08439768
FOXH1,FARSB,0.084375314
AR,AGPAT5,0.084335
HAND2,VASH2,0.08432553
POU5F1,MAP3K2,0.084269725
SOX2,MCM5,0.084264725
KLF5,YAF2,0.084232785
LEF1,RIN2,0.08420009
FOXH1,LRAT,0.08416599
GATA3,TWIST1,0.08408849
TFAP2A,C11ORF46,0.08407437
EOMES,NLGN4X,0.084057495
TFAP2A,LRIG3,0.08402607
JUND,ERCC-00112,0.08401307
EZH2,XRN1,0.083967626
KLF5,B3GNT5,0.0839565
GATA2,SOX13,0.08395648
BCL11A,EPCAM,0.08391307
GATA2,SYNC,0.08388859
GATA4,ZNF471,0.08388737
EGR1,SLA2,0.08387965
SNAI2,NONO,0.08387398
TFAP2A,MLL3,0.083869904
TEAD4,BUB1B,0.083849
AR,ANKRD6,0.08384454
BCL11A,DYNC1I1,0.083807305
SNAI2,SNAI1,0.08379435
LEF1,ZNF107,0.083787754
NANOG,NTS,0.08377988
SOX2,IRF1,0.08377115
SOX2,ROR2,0.08372393
TRIM28,RMI1,0.08365457
TEAD4,SPPL2A,0.083635725
JUND,ARNT2,0.0836207
EGR1,MSANTD3-TMEFF1,0.083610944
BCL11A,ECI2,0.08360089
HAND2,FBXO5,0.08359796
EZH2,MED14,0.08356601
BCL11A,ZNF518B,0.083537705
KLF5,DNA2,0.08351439
EGR1,PLAGL2,0.08348981
TEAD4,STK17B,0.08346555
TEAD4,BHLHE40,0.08345634
TFAP2A,GYPA,0.08344731
KLF5,SSFA2,0.08340485
LEF1,TWIST1,0.08336575
SOX2,PROM1,0.08325388
PRDM1,AIRE,0.08321523
SOX2,RRN3,0.08319703
NANOG,ERCC-00002,0.083160535
TFAP2A,HRSP12,0.08315064
EOMES,SSFA2,0.08313509
CTNNB1,SYNC,0.0831172
GATA4,WDR5,0.08311379
EOMES,KIF23,0.083066836
POU5F1,VPS54,0.08306668
TFAP2A,NFIB,0.08305354
DNMT3B,BMPR1A,0.08301042
GATA6,COL5A2,0.0830045
SNAI2,ZCCHC11,0.08298588
ZFP42,ERCC-00046,0.08296924
JUND,ERCC-00095,0.08294396
BCL11A,NEDD4,0.08289376
MXI1,ENO1,0.08287853
EZH2,WDR5,0.08285877
KLF5,ZNF165,0.08285466
AR,FAM89A,0.082764775
AR,KLHL24,0.08271133
CTNNB1,SPIB,0.08267422
GATA6,CCNA2,0.08267343
MLLT3,THAP9,0.08267146
FOXP1,ERCC-00003,0.08264871
MLLT3,SFPQ,0.082613915
MXI1,KAL1,0.08260007
GATA4,HLA-DRB1,0.08259525
GATA3,ITM2A,0.082582906
AR,TMF1,0.082569286
DNMT3B,GPC3,0.08256419
MLLT3,BCL11B,0.08250013
SOX17,MIF,0.08249388
NANOG,ITM2A,0.082489766
KLF5,PA2G4,0.08244205
TCF4,SPP1,0.08240715
MLLT3,GTF2H2D,0.08233017
SNAI2,NHLH2,0.08231871
NANOG,PBX1,0.082303435
TFAP2A,STK3,0.082272336
KLF5,CEP85L,0.08217367
JUND,ITGA6,0.08212677
GATA4,ETV3,0.0821256
TEAD4,COMMD10,0.082121566
EGR1,PDGFRA,0.08205707
HAND2,NIPSNAP3A,0.08203567
TEAD4,SNX16,0.08199409
POU5F1,DNAJC2,0.08197223
GATA3,SLA2,0.08193416
ZFP42,TGFB1I1,0.081924595
MLLT3,ERCC-00043,0.08189752
CTNNB1,MAP4K3,0.08184355
EGR1,PATZ1,0.08181643
HAND2,POU2F2,0.081810296
JUND,ETV7,0.081805706
SOX2,ZNF107,0.08176647
DNMT3B,KIF23,0.08175978
PRDM1,TRIM25,0.0816977
POU5F1,GTF2H2,0.08169752
EZH2,APBB1,0.08169706
KLF5,ZCCHC11,0.08166403
JUND,LGR4,0.08166202
AR,ARL4D,0.08164845
FOXP1,ID1,0.08164686
NANOG,MBOAT1,0.08164319
TRIM28,COL5A1,0.081642956
PRDM1,ZCCHC11,0.0815777
PRDM1,MLL3,0.08157572
GATA6,JMJD1C,0.081572935
TEAD4,SETBP1,0.08155729
EOMES,ANKRD1,0.08147994
AR,CLDN10,0.081453025
OTX2,CIITA,0.081448674
SNAI2,GATAD2A,0.08142099
TRIM28,HOXB3,0.081419826
SMAD2,RPL17-C18ORF32,0.081388265
TRIM28,MEF2D,0.08136274
POU5F1,PTMA,0.081336394
LEF1,S1PR3,0.08132803
AR,ARNT2,0.08130085
BCL11A,ROR2,0.08128148
GATA6,MAP3K2,0.08124505
GATA2,ZNF239,0.08123072
NANOG,SRSF6,0.08122637
GATA3,CER1,0.08121887
SMAD2,DNMT3A,0.08119854
EOMES,DAB2,0.08118458
GATA3,SP110,0.081149116
GATA3,ATRX,0.08113596
SMAD2,RBBP8,0.08112824
CTNNB1,POLR3E,0.08109403
SNAI2,CCDC80,0.08102949
POU5F1,TRAPPC8,0.08102068
JUND,CCPG1,0.080954835
CTNNB1,CCDC138,0.080947004
EZH2,TRAF6,0.08092756
DNMT3B,TAF1L,0.08092397
MLLT3,ST3GAL6,0.08088541
FOXP1,ERCC-00096,0.08087965
EZH2,ZIC2,0.08086619
GATA4,CRX,0.080796495
FOXH1,ZNF585B,0.08077657
SOX17,SRSF1,0.08076403
SNAI2,GLMN,0.08075794
GATA6,PBXIP1,0.080743745
STAT3,GCM1,0.08071424
TP53,HOXB6,0.080706224
EOMES,TFAP2A,0.0806862
TRIM28,SOX17,0.08068605
MXI1,TADA1,0.08067782
SNAI2,ASB4,0.08067072
GATA2,POU2F1,0.080653906
HAND2,LUM,0.08059838
FOXH1,UNC5D,0.08058141
GATA4,ZHX3,0.08056691
MXI1,SYNC,0.080533475
HAND2,PTGR1,0.08051706
TCF4,NRP1,0.080506444
FOXP1,TADA1,0.08048195
LEF1,APBB1,0.080469064
SOX2,CNBP,0.08045274
DNMT3B,ANXA3,0.08044979
AR,EPHA4,0.080366015
EGR1,CCPG1,0.08036074
SOX2,ANGPT2,0.08034456
MLLT3,ERCC-00053,0.08033178
SMAD2,ZNF512,0.080304325
TFAP2A,PSMD9,0.08028105
EOMES,ERCC-00076,0.08027761
LEF1,CCDC141,0.08026321
BCL11A,GYPE,0.080232024
SNAI2,ELMO1,0.08021487
SNAI2,NTS,0.0802027
EGR1,RHOBTB3,0.08019476
SOX17,RHAG,0.080191776
PRDM1,ILF2,0.0801491
KLF5,POU3F1,0.08012241
EGR1,CRABP2,0.080105506
EZH2,SPIB,0.080077976
TRIM28,BCL11B,0.080023155
AR,SEMA6D,0.08002045
BCL11A,FBN1,0.0800197
TP53,MRPS35,0.07999301
LEF1,CALCOCO1,0.07998474
AR,PCDH10,0.07998102
GATA2,ZBTB2,0.0798857
DNMT3B,ERCC-00112,0.07987186
EOMES,HOXB6,0.07985368
OTX2,DUSP4,0.07985282
FOXH1,LIN28A,0.07983911
JUND,FLI1,0.079835564
EZH2,TCF19,0.07981257
SOX2,ACOX3,0.0798041
PRDM1,ZNF160,0.079777665
PRDM1,MYCN,0.079764605
DNMT3B,NFYB,0.07972853
FOXP1,KRCC1,0.07971716
GATA4,ESRRG,0.07969712
JUND,ZEB2,0.07966162
MLLT3,DKK4,0.07958725
HAND2,PHLDB2,0.07957102
PRDM1,C3ORF14,0.07955903
KLF5,KLF8,0.07951612
SMAD2,VPS13C,0.079509154
MLLT3,ANKZF1,0.07950033
SNAI2,MLL3,0.079498425
CTNNB1,MEPE,0.07948984
BCL11A,GATAD2A,0.07945167
AR,ERCC-00112,0.07945007
BCL11A,LPIN1,0.07944082
SOX2,DNAAF2,0.07942417
EOMES,CDCA2,0.07940295
GATA3,RBBP8,0.07936646
POU5F1,SNX14,0.079317935
SOX2,BARX2,0.079295896
LEF1,KHDRBS2,0.07925035
GATA3,MAN1A1,0.0792092
OTX2,ERCC-00043,0.07920915
EGR1,HIST1H1B,0.079201095
OTX2,GYPE,0.07915801
EOMES,ITM2A,0.07911901
GATA4,TRIM27,0.07910829
SNAI2,ERCC-00136,0.07908463
TFAP2A,TBC1D4,0.07903974
AR,TWIST1,0.07900333
AR,FOXK1,0.07894206
FOXH1,IL6ST,0.07892181
CTNNB1,SHOX,0.078899086
JUND,PRTG,0.07889038
MLLT3,BUB1B,0.07884702
GATA3,RSPO3,0.07878671
SNAI2,NOC3L,0.078784615
TCF4,SKA3,0.078772396
GATA4,SOX7,0.07875585
SMAD2,ELK3,0.0787516
TEAD4,TRUB1,0.078646876
TCF4,SLC46A3,0.07864517
FOXH1,EWSR1,0.07862434
EOMES,MME,0.07856718
GATA3,GYPB,0.078559116
STAT3,DTL,0.07855468
FOXH1,CD9,0.078542754
GATA4,AR,0.07853239
SOX17,PRPS2,0.07849434
EZH2,SF1,0.07845049
TFAP2A,ERCC-00108,0.078400746
FOXP1,SOX7,0.07838139
TP53,VASH2,0.07835314
BCL11A,CAP2,0.0783496
STAT3,RAX2,0.07834644
FOXH1,SH3RF1,0.07833685
SMAD2,ERCC-00074,0.07829121
SOX17,EPB41L3,0.0782903
TFAP2A,SMAD6,0.078259826
OTX2,KIF21A,0.07825419
JUND,SNX16,0.07824587
TRIM28,POLR1B,0.07823542
SOX2,ARFGAP3,0.07823087
EGR1,HOXB3,0.07822162
TEAD4,ERCC-00076,0.07819903
SOX17,ZBTB2,0.07817052
ZFP42,ERCC6L,0.078166544
GATA4,RXRG,0.078153886
TCF4,ZNF107,0.07809521
SNAI2,SALL2,0.07807952
GATA4,CDCA8,0.07806474
GATA2,HOXB6,0.078063846
TRIM28,PPM1H,0.07800143
DNMT3B,ILF2,0.07798038
SNAI2,DECR1,0.07796213
TRIM28,ZNF165,0.07794726
POU5F1,ERCC-00004,0.07794201
SOX2,ERCC-00044,0.0779296
MLLT3,TCEA1,0.0779156
PRDM1,GLMN,0.07791491
EZH2,ODC1,0.07790311
STAT3,ALS2CR8,0.077893734
SMAD2,MCM5,0.077884115
KLF5,SLA2,0.07785455
GATA2,CCDC80,0.0778454
OTX2,SNAPC4,0.077839285
LEF1,PNPLA8,0.077837974
TCF4,C11ORF46,0.07782282
PRDM1,SNX16,0.077810824
OTX2,ZNF512,0.07775976
CTNNB1,RORB,0.077712655
NANOG,ZHX3,0.07770774
SOX17,FOXH1,0.077683605
NANOG,POLR3E,0.0776825
TFAP2A,ERCC-00096,0.077653155
NANOG,ZDHHC21,0.077633694
TFAP2A,FEZ1,0.07761431
MXI1,UHRF1,0.077576645
DNMT3B,ERCC-00009,0.07754968
SNAI2,NFAT5,0.07751093
STAT3,HLA-DQB1,0.07749938
BCL11A,RTKN2,0.07749565
HAND2,CBFA2T2,0.07748893
BCL11A,SULF2,0.07748818
BCL11A,BNIP3,0.07743801
STAT3,EZH2,0.07740846
SMAD2,ZHX3,0.07738306
EZH2,TIPARP,0.07737599
POU5F1,JPH1,0.07733999
BCL11A,NXT2,0.07733336
JUND,RNF19A,0.07730839
HAND2,LRAT,0.07726833
EGR1,HMGA1,0.07725881
EZH2,HCFC1,0.07725506
TFAP2A,ALG6,0.07724266
NANOG,STK3,0.07720502
POU5F1,HRSP12,0.07719813
BCL11A,MAPK10,0.07716544
EOMES,IGDCC4,0.07712324
LEF1,C12ORF23,0.0771058
EZH2,ERCC-00113,0.077090785
GATA2,CCNA2,0.07706979
FOXP1,LMO2,0.07704991
KLF5,NFIB,0.07700392
BCL11A,PELI2,0.07699756
SMAD2,RRAS2,0.076968044
FOXP1,DPF2,0.07696441
KLF5,ESCO2,0.07695018
AR,PAM,0.076859914
STAT3,PARN,0.07685419
EOMES,GATA4,0.076837696
LEF1,UPF2,0.07669277
GATA6,KIF23,0.07666016
TFAP2A,ZFPM2,0.076655895
BCL11A,POLR2G,0.07664201
AR,LIFR,0.07663837
MLLT3,NRP2,0.076636344
FOXP1,ZNF107,0.07654731
AR,GABRB2,0.076475054
PRDM1,ZNF488,0.07645731
LEF1,OTUD6B,0.07645151
HAND2,POU3F1,0.076442935
POU5F1,ERCC-00060,0.076433524
BCL11A,GPR83,0.0763896
POU5F1,ERCC-00043,0.07633002
SMAD2,MANEA,0.07632814
EZH2,GPC3,0.07632461
ZFP42,SRSF1,0.076285854
GATA2,TTN,0.07628451
PRDM1,DPH2,0.07626361
SNAI2,TMEM38B,0.07624829
OTX2,TAF1L,0.07623352
GATA3,ZBTB10,0.07621234
GATA2,TRIM25,0.07620047
GATA2,ETV3,0.076122865
TEAD4,TFPI,0.076120526
KLF5,WDR3,0.07609981
TCF4,MYCT1,0.076091275
TP53,CDC20,0.07605462
HAND2,EPB41L3,0.07604014
STAT3,ZNF512,0.076022625
TEAD4,PBXIP1,0.07600336
EGR1,HELZ,0.07599915
EGR1,MYCN,0.07595229
BCL11A,SP100,0.0759444
SMAD2,ALG6,0.07588443
GATA3,HPRT1,0.07584065
OTX2,PRDM14,0.07575689
LEF1,TRIP6,0.07575157
MLLT3,GLMN,0.0757141
MXI1,PLCB4,0.07570794
MXI1,UBTF,0.075694546
LEF1,FOXF1,0.075657964
GATA2,MTERF,0.07564821
CTNNB1,DYNC1I1,0.07564638
BCL11A,ZNF30,0.075621895
POU5F1,ARID3A,0.075586766
EGR1,ESCO2,0.075573936
SNAI2,ZNF518B,0.07551658
TP53,TMEM38B,0.07545674
GATA3,RBM14,0.0754526
EOMES,NAP1L3,0.07543916
TP53,PARN,0.07542917
STAT3,ISL1,0.07541463
JUND,ATRX,0.075408325
BCL11A,RFC3,0.075399265
SMAD2,KLHL24,0.07539351
JUND,ARID3A,0.075390875
HAND2,FUS,0.07537897
POU5F1,APLNR,0.07536015
DNMT3B,LIMD1,0.0753472
LEF1,SH3RF1,0.07531684
SOX17,POLR3E,0.07528672
HAND2,HPRT1,0.07526365
SMAD2,GCM1,0.07522058
EOMES,CENPK,0.075196624
OTX2,MEPE,0.07517698
SMAD2,POLR3E,0.07516574
TCF4,C3ORF14,0.075084016
GATA2,BTF3,0.07505825
GATA3,NDC80,0.07501501
PRDM1,ITM2A,0.07501285
FOXH1,PDGFRA,0.07501121
SOX2,KDELR3,0.07499227
ZFP42,XRCC5,0.07497947
LEF1,NUAK1,0.07497889
SOX2,SLC46A3,0.0749589
PRDM1,COL5A1,0.07493926
SMAD2,ZBTB10,0.07493085
EZH2,POLR2A,0.07487196
CTNNB1,SRSF3,0.074787214
EGR1,STK17B,0.07475171
LEF1,PRDM14,0.07473743
MLLT3,BNIP3,0.0747246
GATA2,UHRF1,0.074700266
GATA6,CLDN10,0.07466119
EOMES,ZNF280B,0.07465653
PRDM1,KIAA1804,0.0746533
MXI1,HDGF,0.07463375
GATA3,NFIC,0.07460539
EZH2,RBMX,0.07459603
OTX2,FOXJ1,0.07458982
NANOG,SALL3,0.07457876
KLF5,ZIC3,0.074574895
MXI1,VIM,0.07454897
GATA2,PDGFRA,0.07454795
TFAP2A,DKK4,0.07454533
EOMES,SYNE2,0.07451202
TP53,THAP9,0.07451071
MXI1,MSANTD3-TMEFF1,0.07448897
BCL11A,ELMOD2,0.074439384
NANOG,DKK4,0.07443282
EZH2,FST,0.07442781
FOXH1,CLDN10,0.07441778
AR,CASD1,0.07441269
EZH2,PGR,0.07440346
BCL11A,SH3BGRL2,0.07440322
SOX17,ENC1,0.07437369
LEF1,MIF,0.074347116
EGR1,CDCA7L,0.07432312
MXI1,TPD52,0.074309886
MLLT3,PPM1H,0.07420365
POU5F1,BNIP3,0.07418779
STAT3,HIST1H1B,0.07417114
SOX17,LRIG3,0.07415212
MLLT3,TWIST1,0.07410695
FOXH1,PGR,0.07403821
NANOG,KIF21A,0.07402972
TP53,FOXF1,0.07394658
DNMT3B,PMAIP1,0.073908344
SOX17,STIM2,0.07386839
HAND2,ATG4C,0.073867545
EZH2,TBX3,0.073862076
GATA6,CCKBR,0.07385998
SOX2,PBXIP1,0.073858805
TP53,ASB9,0.073829375
FOXP1,AMIGO2,0.07382845
KLF5,BAG3,0.07382724
GATA4,NUAK1,0.07377264
MLLT3,TRDN,0.07376272
TCF4,TMEM64,0.073754475
TEAD4,OXTR,0.073742315
CTNNB1,SLCO2A1,0.07374204
POU5F1,ABCA1,0.073734894
SOX17,CDC7,0.0737345
GATA4,RHAG,0.073730685
ZFP42,PLSCR4,0.07370687
SOX2,BCL11A,0.07368589
TEAD4,TPD52,0.07364161
POU5F1,ZNF512,0.0736183
SOX17,TRAF6,0.07356243
EOMES,PAM,0.07354593
BCL11A,HLA-DRB1,0.07354353
GATA4,POLR2H,0.07354054
GATA4,DNA2,0.07348183
EZH2,PA2G4,0.07347151
TCF4,STT3B,0.07347053
PRDM1,SERHL2,0.07342448
TP53,WDR5,0.0734075
AR,H1F0,0.0733978
EZH2,SAMD3,0.073344976
JUND,MYCT1,0.07334345
LEF1,VHL,0.0733089
ZFP42,CTBP1,0.073277235
GATA4,SRSF10,0.07326029
FOXP1,PCDH7,0.07322979
PRDM1,SP100,0.07322796
TEAD4,ERCC-00092,0.0732093
GATA6,BTG2,0.073202804
TCF4,GCM1,0.0732008
POU5F1,UBTF,0.07315739
BCL11A,NIPSNAP3A,0.073154315
SOX2,CENPK,0.07314231
TFAP2A,ERCC-00076,0.07312735
EOMES,APLNR,0.073069274
LEF1,GYPA,0.073054984
TRIM28,KDELR3,0.07302059
TFAP2A,DUSP4,0.07299627
DNMT3B,ERCC-00002,0.072963335
SNAI2,ERCC-00096,0.07293958
CTNNB1,LEF1,0.07293543
KLF5,FEZ1,0.07292692
EZH2,SFMBT1,0.072882324
TRIM28,FAM89A,0.072861224
STAT3,TMOD1,0.07285146
POU5F1,LGALSL,0.07276388
POU5F1,CCDC82,0.07275353
NANOG,DNMT1,0.07275299
BCL11A,DMBX1,0.07275167
TRIM28,ASS1,0.07273258
GATA3,POLR2D,0.072724804
SMAD2,GTF2H2,0.07268801
SOX17,GATAD2A,0.07265781
FOXP1,APOBEC3G,0.07261108
SOX2,HPRT1,0.07259877
TFAP2A,ERCC-00062,0.07258596
GATA4,ARID4B,0.072577
NANOG,SOX17,0.072552145
SMAD2,ISL1,0.07252808
SNAI2,ASB9,0.07250094
TEAD4,ZNF280B,0.072499566
FOXP1,RXRG,0.07247245
AR,KIAA0528,0.072464004
TP53,ZNF585B,0.07240328
TEAD4,HAND1,0.07238151
EOMES,ZNF165,0.072380915
JUND,SYNE2,0.07237007
BCL11A,USP44,0.07233592
EOMES,TLR7,0.07233512
MLLT3,RBBP8,0.0722912
SMAD2,CRABP2,0.07228912
LEF1,PARN,0.072257325
MLLT3,WDHD1,0.07220246
GATA6,MRS2,0.07218187
EGR1,TDP2,0.07217768
PRDM1,TMEM47,0.07216561
EGR1,NIPSNAP3A,0.07216043
POU5F1,DLC1,0.07215687
TEAD4,AFF4,0.072146736
JUND,GTF2H2D,0.07214108
BCL11A,EGF,0.0721183
GATA3,NUP54,0.072113484
DNMT3B,MME,0.07211276
EZH2,ANKRD1,0.0720984
NANOG,ERCC-00130,0.07200259
SNAI2,KIAA1324L,0.07198751
STAT3,POLR2H,0.07197645
